id,d_emp_p95,d_emp_p5,d_emp_mean,d_real_wage_ratio_p95,d_real_wage_ratio_p5,d_real_wage_ratio_mean,real_wb_mean,real_wa_mean
102,0.04999999999999716,-3.0,-1.14,0.0,0.0,0.0,1.174993792193498,1.174993792193498
103,0.0,-3.0,-1.38,0.0,0.0,0.0,1.2095943886672698,1.2095943886672698
104,-1.9500000000000028,-9.0,-4.88,0.0,0.0,0.0,1.3963716569925595,1.3963716569925595
105,0.0,-3.05,-1.14,0.0,0.0,0.0,1.1581592632749382,1.1581592632749382
106,1.0,-3.0,-0.69,0.0,0.0,0.0,1.0853203323164282,1.0853203323164282
107,0.0,-2.0,-0.52,0.0,0.0,0.0,1.0319786901480557,1.0319786901480557
108,1.0,-2.0,-0.8,0.0,0.0,0.0,1.0920267558225556,1.0920267558225556
109,0.04999999999999716,-6.0,-2.83,0.0,0.0,0.0,1.263598613089752,1.263598613089752
110,0.0,-8.0,-3.89,0.0,0.0,0.0,1.3220520933911797,1.3220520933911797
111,-4.950000000000003,-15.0,-9.33,0.0,0.0,0.0,1.4763186631250806,1.4763186631250806
112,0.0,-6.0,-2.11,0.0,0.0,0.0,1.2906064260832901,1.2906064260832901
113,-3.0,-15.0,-8.12,0.0,0.0,0.0,1.4824330966347015,1.4824330966347015
114,-0.9500000000000028,-8.05,-3.86,0.0,0.0,0.0,1.327717959759791,1.327717959759791
115,0.0,-3.0,-1.13,0.0,0.0,0.0,1.1768470356278435,1.1768470356278435
116,0.0,-5.0,-1.97,0.0,0.0,0.0,1.2884407580386172,1.2884407580386172
117,-1.0,-8.0,-3.7,0.0,0.0,0.0,1.3300408639820764,1.3300408639820764
118,-2.950000000000003,-12.05,-7.19,0.0,0.0,0.0,1.4632568242086632,1.4632568242086632
119,0.0,-6.05,-3.52,0.0,0.0,0.0,1.3668216094935486,1.3668216094935486
120,-5.0,-15.0,-10.17,0.0,0.0,0.0,1.5758031381078144,1.5758031381078144
121,-1.0,-7.05,-3.73,0.0,0.0,0.0,1.3968444089510117,1.3968444089510117
122,0.0,-4.0,-1.53,0.0,0.0,0.0,1.254060549783774,1.254060549783774
123,-0.9500000000000028,-8.0,-4.69,0.0,0.0,0.0,1.423788832333027,1.423788832333027
124,1.0,-2.0,-0.88,0.0,0.0,0.0,1.165102470260716,1.165102470260716
125,0.0,-1.0,-0.28,0.0,0.0,0.0,1.0313179202040035,1.0313179202040035
126,0.0,-3.0,-1.11,0.0,0.0,0.0,1.1729311137290663,1.1729311137290663
127,0.0,-6.05,-2.77,0.0,0.0,0.0,1.2657218714383336,1.2657218714383336
128,-3.0,-12.0,-7.49,0.0,0.0,0.0,1.484216719290747,1.484216719290747
129,0.0,-4.0,-1.39,0.0,0.0,0.0,1.186735899629909,1.186735899629909
130,0.0,-5.0,-2.01,0.0,0.0,0.0,1.2508103603200451,1.2508103603200451
131,0.0,-4.05,-1.94,0.0,0.0,0.0,1.2393094384654686,1.2393094384654686
132,1.0,-2.0,-0.3,0.0,0.0,0.0,0.9950993262246964,0.9950993262246964
133,0.0,-3.0,-1.36,0.0,0.0,0.0,1.2203093739466977,1.2203093739466977
134,0.0,-6.0,-2.71,0.0,0.0,0.0,1.2997495186481427,1.2997495186481427
135,0.0,-5.0,-2.53,0.0,0.0,0.0,1.292866760463375,1.292866760463375
136,-3.950000000000003,-15.05,-9.89,0.0,0.0,0.0,1.5238322016564152,1.5238322016564152
137,-1.0,-7.05,-4.18,0.0,0.0,0.0,1.3561702932454596,1.3561702932454596
138,0.04999999999999716,-5.0,-2.09,0.0,0.0,0.0,1.2528555465137539,1.2528555465137539
139,0.0,-4.0,-1.82,0.0,0.0,0.0,1.2027025191412415,1.2027025191412415
140,-2.0,-11.0,-6.55,0.0,0.0,0.0,1.4239529374442628,1.4239529374442628
141,1.0,-3.0,-0.99,0.0,0.0,0.0,1.1282699986080997,1.1282699986080997
142,0.0,-3.0,-1.36,0.0,0.0,0.0,1.1733820712542449,1.1733820712542449
143,0.0,-4.0,-1.42,0.0,0.0,0.0,1.207902753215844,1.207902753215844
144,0.0,-7.0,-3.42,0.0,0.0,0.0,1.3479441541869834,1.3479441541869834
145,0.0,-5.0,-2.2,0.0,0.0,0.0,1.2598001659012565,1.2598001659012565
146,0.0,-4.0,-1.84,0.0,0.0,0.0,1.22925464898573,1.22925464898573
147,0.0,-6.0,-2.48,0.0,0.0,0.0,1.2868020286137034,1.2868020286137034
148,0.0,-4.0,-1.54,0.0,0.0,0.0,1.213789139703572,1.213789139703572
149,0.0,-1.0,-0.25,0.0,0.0,0.0,0.9292335664757015,0.9292335664757015
150,0.0,-3.0,-0.83,0.0,0.0,0.0,1.1319313758503222,1.1319313758503222
151,1.0,-2.0,-0.63,0.0,0.0,0.0,1.147100782164604,1.147100782164604
152,1.0,-1.0,-0.23,0.0,0.0,0.0,1.0095528902626318,1.0095528902626318
153,0.0,-4.0,-1.36,0.0,0.0,0.0,1.207914469269366,1.207914469269366
154,-5.0,-19.05,-11.68,0.0,0.0,0.0,1.6052063385517819,1.6052063385517819
155,0.0,-2.0,-0.55,0.0,0.0,0.0,1.0610712224250693,1.0610712224250693
156,1.0,-3.0,-0.74,0.0,0.0,0.0,1.100487385155287,1.100487385155287
157,-0.9500000000000028,-7.0,-3.71,0.0,0.0,0.0,1.3247361189853857,1.3247361189853857
158,-14.950000000000003,-31.0,-22.17,0.0,0.0,0.0,1.6914709731495536,1.6914709731495536
159,0.0,-5.05,-2.71,0.0,0.0,0.0,1.274727556382938,1.274727556382938
160,1.0,-1.0,-0.17,0.0,0.0,0.0,0.9527247039514702,0.9527247039514702
